"Freq [MHz]","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='32mm'"
140,-0.0872659948468099,-0.0872659948468099,-0.0872659948468099,-0.0872659948468099,-0.0872659948468099,-0.0872659948468099,-0.0872659948468099,-0.0872659948468099,-0.0898065403872885,-0.0953859058801587,-0.0950616899105153,-0.0981174835669994,-0.102142117565004,-0.103326299498222,-0.108227631644699,-0.111125870780133,-0.093430798035629,-0.0997474535023495,-0.108084718332055,-0.116376982603317,-0.126136739877011,-0.134701393323721,-0.139398063872824,-0.147709009563454,-0.100252026322301,-0.108436622052928,-0.12028510230116,-0.131287890253726,-0.14480198720786,-0.155738379261197,-0.168811835630281,-0.177518437573016,-0.106598643093613,-0.119604038307575,-0.134426030316409,-0.149582118324327,-0.164335732569034,-0.179369745982543,-0.191689295070936,-0.204860386473793,-0.112807999212452,-0.129958787788338,-0.146576407387868,-0.165779898989863,-0.182135918088425,-0.192830659872604,-0.206650194933235,-0.215490822749452,-0.116843048203028,-0.136578891233052,-0.154835987650331,-0.171517431586617,-0.191470522393329,-0.201053628492329,-0.213089045235852,-0.221893619133724,-0.122508360091955,-0.143943099127185,-0.163365296355714,-0.179832225083689,-0.195299985695441,-0.210039662836984,-0.21695423070063,-0.222853619426016
145,-0.0934811748802754,-0.0934811748802754,-0.0934811748802754,-0.0934811748802754,-0.0934811748802754,-0.0934811748802754,-0.0934811748802754,-0.0934811748802754,-0.0960596175022626,-0.101917866683111,-0.10156302704759,-0.104804106550449,-0.109078849657398,-0.110383521647792,-0.115619274787862,-0.118723757607057,-0.0997022123357786,-0.10633148796337,-0.115173571096679,-0.123965866239818,-0.134354524414718,-0.143429547287366,-0.14858692436608,-0.157359439103022,-0.106740742105702,-0.115321467131954,-0.127887117864111,-0.139598661346082,-0.153868463824549,-0.165423891145258,-0.179097905810608,-0.188359089435636,-0.113314304893422,-0.126891166009105,-0.142462740556002,-0.15840516803395,-0.17382856452814,-0.189261757069998,-0.202234797347885,-0.215794700705094,-0.119676316024573,-0.137557610395531,-0.154982933807671,-0.174930571207301,-0.191702067193001,-0.202617303060753,-0.216448404174364,-0.225226911575224,-0.12368966618216,-0.144147279624656,-0.163157198642533,-0.180171561233211,-0.200528213168689,-0.209959325941191,-0.221896416541536,-0.230164331015567,-0.129480250557281,-0.151570352197404,-0.171515778938151,-0.188096300726684,-0.203568861158139,-0.218113561035851,-0.224414865674109,-0.229622197773312
150,-0.100105765555364,-0.100105765555364,-0.100105765555364,-0.100105765555364,-0.100105765555364,-0.100105765555364,-0.100105765555364,-0.100105765555364,-0.102715836596126,-0.108865119279559,-0.108476202215485,-0.111914975562604,-0.116457004411421,-0.117896201291809,-0.123466074502679,-0.126792731754268,-0.106360020729919,-0.113316816631182,-0.12269555046956,-0.132022564553811,-0.14304880406972,-0.152663726779795,-0.158328805601021,-0.167584293981112,-0.113594779574627,-0.122610039056724,-0.13593599362045,-0.148404996255144,-0.163434688719925,-0.175639507841618,-0.189923093245258,-0.199763418774644,-0.120392694366117,-0.134555833191551,-0.150914801016481,-0.16766173836601,-0.183768477763999,-0.19957236431585,-0.213200953620244,-0.226952660505827,-0.126899739707991,-0.145531235443783,-0.163827526227899,-0.184479908754913,-0.201639319873193,-0.212790784587684,-0.226536878644102,-0.235233458072693,-0.13087720644015,-0.152052901393093,-0.17187033257233,-0.189218277650724,-0.209857436681513,-0.219146553737913,-0.23089245551233,-0.238553941298736,-0.136778249654423,-0.159509151849263,-0.179987347851618,-0.196681977298693,-0.21207895533458,-0.226299662214938,-0.231957692627542,-0.236418567491017
155,-0.107169730254355,-0.107169730254355,-0.107169730254355,-0.107169730254355,-0.107169730254355,-0.107169730254355,-0.107169730254355,-0.107169730254355,-0.109803865331242,-0.116256641348834,-0.115829683942678,-0.119479600131339,-0.124307317880913,-0.125896779725402,-0.131801024981289,-0.135367166339181,-0.113429800485576,-0.120729521632145,-0.130678830527661,-0.14057776388428,-0.152251638152738,-0.162437560274712,-0.168661557366525,-0.178421862622625,-0.120838382500642,-0.13032695633451,-0.144458919115474,-0.157734157197075,-0.173530840459958,-0.186415876448455,-0.201315081692874,-0.211757778738821,-0.127856474145111,-0.142620349211082,-0.159806360844819,-0.177373553882012,-0.194174962499689,-0.210315311879725,-0.22459636126009,-0.238346960158821,-0.134500049485278,-0.153901213477853,-0.173126718226182,-0.194444320233666,-0.211959142238858,-0.223350338232455,-0.236907662432394,-0.245495951228247,-0.138425086286205,-0.160312699900606,-0.180984992585813,-0.198666503880641,-0.219461092553365,-0.228610431039845,-0.240061313897836,-0.247046166631453,-0.144420456190704,-0.167772454189661,-0.18878481398682,-0.205591238078069,-0.220823847079513,-0.234587551769105,-0.239568007047307,-0.243230742694562
160,-0.114706481587696,-0.114706481587696,-0.114706481587696,-0.114706481587696,-0.114706481587696,-0.114706481587696,-0.114706481587696,-0.114706481587696,-0.117355640639171,-0.12412468963723,-0.123655129780727,-0.127530820995835,-0.132663966444411,-0.134421370816306,-0.140661122185081,-0.144485584380103,-0.120939945938688,-0.128598522443493,-0.139154623590529,-0.149665413342236,-0.161998826812448,-0.172788473140286,-0.179627167874874,-0.189914366463093,-0.128498437216589,-0.138499446993826,-0.153485915523684,-0.167616561583,-0.184190303043785,-0.197786554335451,-0.213303583836972,-0.224370078021919,-0.135730999994055,-0.151109542177906,-0.169163886414424,-0.187564698385345,-0.205069317123755,-0.221505278712254,-0.236429999774322,-0.25001306150045,-0.142501385635061,-0.162691338360694,-0.182899253603912,-0.204842116132347,-0.222673963654526,-0.23429516277651,-0.247553180507405,-0.25599920964003,-0.146354751601667,-0.168945526656858,-0.190512424162958,-0.208525675723755,-0.229342636900137,-0.238345851598103,-0.249387764968705,-0.255625228241007,-0.152427008367872,-0.176374959788012,-0.197914324074602,-0.214826346175269,-0.22979722670461,-0.242968504021978,-0.247232424754584,-0.250048290692137
165,-0.122753354232108,-0.122753354232108,-0.122753354232108,-0.122753354232108,-0.122753354232108,-0.122753354232108,-0.122753354232108,-0.122753354232108,-0.125406810935865,-0.1325052363889,-0.131987805614867,-0.136105251142749,-0.141565014512044,-0.143510245369509,-0.150087888281991,-0.154191198682131,-0.128922031292747,-0.136955932873475,-0.148157555261613,-0.159323114501018,-0.172330345344238,-0.183758100529897,-0.191272193188862,-0.202108309945766,-0.136604815557941,-0.147157662611155,-0.163050164261423,-0.178086097284656,-0.195449965759139,-0.209788210565274,-0.22592036322708,-0.2376296773048,-0.144044651790007,-0.160051043203369,-0.179016439674703,-0.198261820797183,-0.216474742691555,-0.233157869675857,-0.248711144043087,-0.2619935324026,-0.150930548489844,-0.171927924238916,-0.193166302713198,-0.21569367095183,-0.23379725840022,-0.245624540017133,-0.258466329656216,-0.266727594637036,-0.154689969489382,-0.177972354808499,-0.200465670943077,-0.218805828838035,-0.239506224635664,-0.248347569158735,-0.25885750250601,-0.264276190418525,-0.160820337997778,-0.185333295703591,-0.207383468102164,-0.224389975332377,-0.2389930700449,-0.25143572072922,-0.254939257267811,-0.256862651583753
170,-0.131352156871424,-0.131352156871424,-0.131352156871424,-0.131352156871424,-0.131352156871424,-0.131352156871424,-0.131352156871424,-0.131352156871424,-0.133997251380903,-0.141438476224274,-0.140867071886894,-0.145243787527191,-0.151052932122067,-0.153208392173855,-0.16012797747653,-0.164532534441278,-0.137411230289347,-0.145837472337912,-0.157726094850664,-0.169592565695219,-0.183290836351805,-0.195392749963869,-0.203648232189333,-0.215054857500214,-0.145190771304277,-0.156335037717723,-0.173188380534793,-0.189180479230382,-0.207350551496745,-0.222460834710653,-0.239199236444248,-0.251567241064193,-0.152829217054833,-0.169475613509694,-0.189395989377771,-0.209494359639697,-0.228416439962259,-0.245289608025881,-0.26144927201162,-0.27432640469554,-0.159817343738644,-0.181640122340473,-0.203951708926451,-0.227021607640131,-0.245343648861752,-0.257337985537769,-0.269640630749664,-0.277665301119063,-0.163457159434581,-0.187416526622905,-0.210859751276374,-0.229517705652549,-0.249956874370655,-0.258610322804094,-0.268457489601893,-0.272985382564405,-0.169625467275521,-0.19466622682577,-0.217201413094893,-0.234285372110562,-0.248405854123904,-0.25998462887282,-0.262678943099279,-0.263667522119458
175,-0.140549818741802,-0.140549818741802,-0.140549818741802,-0.140549818741802,-0.140549818741802,-0.140549818741802,-0.140549818741802,-0.140549818741802,-0.143171666362009,-0.15096941674646,-0.150336949226154,-0.154992206717377,-0.16117519505509,-0.163566169814773,-0.170833877993539,-0.175564149265726,-0.146446803246897,-0.155282941132227,-0.167903050713865,-0.180520069735037,-0.194930168749021,-0.207743920412619,-0.216812451822073,-0.228810238518609,-0.154293399519071,-0.166068702335506,-0.183941239045403,-0.200941652758937,-0.219936976651767,-0.235847952566446,-0.253176052564342,-0.266214540652995,-0.162120336794781,-0.179417521541121,-0.200337760579341,-0.22129478888171,-0.240921710501565,-0.257917934093807,-0.274653976701756,-0.287039788673955,-0.169194981845118,-0.191860284148383,-0.215282271380158,-0.238851010772258,-0.257329039093136,-0.269435448544778,-0.281070466202034,-0.288796757239855,-0.172685771246437,-0.197304040417682,-0.221711860622876,-0.240672887767813,-0.260700666329664,-0.26912901756623,-0.278176378656598,-0.281740933377233,-0.178870355446132,-0.204394902175541,-0.227379066932716,-0.244516557726625,-0.258030826149066,-0.268613255695679,-0.270444555494814,-0.270459328731038
180,-0.150399149790769,-0.150399149790769,-0.150399149790769,-0.150399149790769,-0.150399149790769,-0.150399149790769,-0.150399149790769,-0.150399149790769,-0.152980296582844,-0.16114856904277,-0.160446778688976,-0.165401860573274,-0.171984982713358,-0.174640066316085,-0.182264728007922,-0.187347468252384,-0.1560726642321,-0.165336771431598,-0.178736141981503,-0.192157115533168,-0.207304074239753,-0.220868885901835,-0.230828168067538,-0.243436181720615,-0.163954170318675,-0.176399956979138,-0.195353860522456,-0.213416250211496,-0.233258746538222,-0.249996849014548,-0.267888648991159,-0.281604208253331,-0.171958025533272,-0.189914978725444,-0.21188062906095,-0.233698888829861,-0.25402006492543,-0.271061218706591,-0.288334899214197,-0.300151148593692,-0.179100541239338,-0.202624379173172,-0.227188071713847,-0.251209677597427,-0.269770792427314,-0.281917584833771,-0.29275143777082,-0.300107178139989,-0.182408719727213,-0.207663883866273,-0.233041606250452,-0.252283961869752,-0.271744988000063,-0.279898982063212,-0.288005033175231,-0.290533458931972,-0.188586304594001,-0.21454314324381,-0.237929277737734,-0.2550885808726,-0.267864342229311,-0.277322707247228,-0.278232416958619,-0.277237826509036
185,-0.160959737862012,-0.160959737862012,-0.160959737862012,-0.160959737862012,-0.160959737862012,-0.160959737862012,-0.160959737862012,-0.160959737862012,-0.163479752147151,-0.172032757841833,-0.171251995175596,-0.176530491647788,-0.18354199224316,-0.186493587365001,-0.194487267045848,-0.199951755357755,-0.166338043960324,-0.176048668279687,-0.190278660538325,-0.204561046234356,-0.220474873982619,-0.234831353273181,-0.245765489182807,-0.259000381346438,-0.174219551243102,-0.187374821438338,-0.207476369575236,-0.226656108676256,-0.247370391552761,-0.264958800013581,-0.283376786741333,-0.297769448355257,-0.182387280103223,-0.201010644449676,-0.224067568941778,-0.246746047176094,-0.267743343935871,-0.284738805569187,-0.302501709717021,-0.313668896154899,-0.189575507233388,-0.21397247767102,-0.239702854816941,-0.264128420063068,-0.282687973916132,-0.294786138239839,-0.304680896287614,-0.311583339894027,-0.192662888190424,-0.21852842253223,-0.244871282662072,-0.264364730602695,-0.283098848471108,-0.290916334281085,-0.297937195599065,-0.299356966408311,-0.198808436181774,-0.225137783349481,-0.248867076804232,-0.266007837199355,-0.277904298921557,-0.286117788680514,-0.286042865534752,-0.284006879059615
190,-0.172299011867203,-0.172299011867203,-0.172299011867203,-0.172299011867203,-0.172299011867203,-0.172299011867203,-0.172299011867203,-0.172299011867203,-0.174733998099494,-0.183686075576318,-0.182815036808477,-0.188443192478702,-0.1959133913789,-0.199198298468594,-0.207576949000436,-0.213455246733558,-0.177298267574814,-0.1874743579862,-0.202590240109813,-0.217795829060186,-0.234512310793234,-0.249702205963312,-0.261702029587937,-0.275576999920784,-0.185141735704239,-0.199044671139471,-0.220364536697486,-0.240718858789489,-0.262331951488952,-0.280789319041934,-0.29968207555786,-0.314743725876384,-0.193458795166186,-0.212752213257483,-0.236946163906477,-0.26047959751624,-0.282125861978857,-0.298971105519442,-0.317164178990369,-0.327594711199179,-0.200666401487868,-0.225949311396489,-0.252864476878141,-0.277641436848191,-0.296101688882725,-0.308044482511291,-0.316858719242407,-0.323214671507769,-0.203489715770687,-0.229933855012762,-0.257226199068098,-0.276930484824082,-0.294773291571664,-0.302178500452294,-0.307970365872,-0.308210066094205,-0.209576253034372,-0.236209069563297,-0.260209976321657,-0.277282477336611,-0.288150690472656,-0.295007822115369,-0.293881239928011,-0.290775502439703
195,-0.184493506929823,-0.184493506929823,-0.184493506929823,-0.184493506929823,-0.184493506929823,-0.184493506929823,-0.184493506929823,-0.184493506929823,-0.1868155253078,-0.196181010232849,-0.195206418353237,-0.201213538572803,-0.209174937459991,-0.212835052132689,-0.221619248640878,-0.227946477175869,-0.189015670940255,-0.199676465327473,-0.215737753063979,-0.231932945408845,-0.249494505692914,-0.265560348851961,-0.278723705853322,-0.293247216870984,-0.196779499151798,-0.21146697803088,-0.234080520293405,-0.255668597319055,-0.278209518979424,-0.29754842943537,-0.316847911811692,-0.332560471124227,-0.205229807764178,-0.225193100421225,-0.25056919540725,-0.274947206061977,-0.297204590012033,-0.313779778726153,-0.332332406545081,-0.341925903479483,-0.212425520505846,-0.23860492907883,-0.266715438736477,-0.291786783262701,-0.31003556447869,-0.321698400137782,-0.329288448662565,-0.334994811465802,-0.214935887142803,-0.241920749440289,-0.270135074402485,-0.289998360944017,-0.30678195142254,-0.313684952620588,-0.31810698663241,-0.317097632637933,-0.220934305432363,-0.247791142212309,-0.271978337662968,-0.288922934205333,-0.298606338949184,-0.304007744138581,-0.301759184525724,-0.297559301120483
200,-0.197630376412457,-0.197630376412457,-0.197630376412457,-0.197630376412457,-0.197630376412457,-0.197630376412457,-0.197630376412457,-0.197630376412457,-0.199806747759181,-0.209599783959618,-0.208506003450933,-0.214924932000196,-0.22341229627617,-0.227495438364614,-0.236711200650988,-0.243525837643866,-0.201560684780304,-0.212725545973961,-0.229796360300176,-0.247052424034175,-0.265509062236465,-0.282493673927227,-0.296925631511939,-0.312099840703421,-0.209199209891211,-0.22470617695868,-0.248693728610498,-0.271576660351475,-0.295075858931491,-0.315300984726305,-0.334919473172302,-0.3512528765536,-0.217765098780013,-0.238393246126469,-0.264995325254248,-0.290201322540015,-0.313019404348729,-0.329188060805239,-0.348017306687443,-0.356657731190816,-0.224911806307008,-0.251995468112392,-0.281303529313314,-0.306606980060185,-0.324516444480119,-0.335757211506468,-0.341978957368159,-0.346923851467365,-0.227054148080325,-0.254534680633621,-0.283630521450545,-0.30358781776372,-0.319141814127457,-0.325438261683659,-0.328356079200639,-0.326033133594807,-0.232932985163884,-0.259922611711897,-0.284195832352876,-0.300942613234923,-0.309277865709588,-0.313139604890517,-0.309696428522648,-0.304382496146363
