"Freq [MHz]","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='32mm'"
355,-3.23482731451794,-3.23482731451794,-3.23482731451794,-3.23482731451794,-3.23482731451794,-3.23482731451794,-3.23482731451794,-3.23482731451794,-3.44731594428211,-3.30387261915463,-3.55129171988106,-3.83743019086014,-4.02885855612846,-4.52218135252691,-5.29120460912205,-5.96849582330517,-3.71018133011783,-4.06046003153824,-5.1633303934636,-7.47046935731598,-9.71745800905386,-9.0971961670574,-5.82813310321515,-3.84284427917956,-3.93562184720529,-4.96176083934788,-8.77652446189249,-9.85769316401458,-5.36015171877484,-2.99682697696553,-1.85171862350319,-1.35047965151285,-3.91767922443323,-5.10237849909889,-9.70295703607785,-7.27154358857466,-3.42278917431249,-2.01557218774112,-1.3369269183534,-1.00716833596978,-4.25740004533707,-7.90688214912113,-8.62722548632679,-3.79444853148772,-2.04115315520525,-1.39220843652145,-1.0588231026098,-0.856518424644921,-4.80655069410362,-8.98129283892327,-7.03413712192644,-2.96761969375708,-1.74524615038897,-1.23310046638872,-0.984092229059656,-0.822587850330735,-4.90467122597636,-8.98628760852924,-6.65257343534779,-2.68879088974284,-1.55398122663942,-1.17810277069834,-0.950514126870484,-0.844220780390717
360,-3.45423209230523,-3.45423209230523,-3.45423209230523,-3.45423209230523,-3.45423209230523,-3.45423209230523,-3.45423209230523,-3.45423209230523,-3.72094374273864,-3.60145108466916,-3.9236817248915,-4.29169693884484,-4.60668789838885,-5.19652678825955,-6.18249615299306,-7.00251281966653,-4.1465477969087,-4.67365171141119,-6.12912100569648,-8.74234095639072,-9.55904436331731,-7.58394963649582,-4.730865965023,-3.19620564140725,-4.46099780558862,-5.96612770314606,-9.95181046281484,-7.84666435199326,-4.35896895037173,-2.56997037984039,-1.65387946862631,-1.23848188049096,-4.37561791475647,-6.07440926123771,-10.0531721373046,-5.64976049641162,-2.8811361702462,-1.7933790768969,-1.23658619750698,-0.952092233556492,-4.91425341345728,-8.81726875811992,-6.98507521735671,-3.24265413740743,-1.84992522261661,-1.30659338079426,-1.01652842508585,-0.83550928915157,-5.53928365357467,-9.6444693505092,-5.47505332881126,-2.58794461159965,-1.62406276442605,-1.18504546520602,-0.965358306213461,-0.818075768384473,-5.56064465909888,-9.33838606428494,-5.11273385075209,-2.37965111165185,-1.47203763502045,-1.15383253640927,-0.951271179816213,-0.856629073555956
365,-3.72832461135014,-3.72832461135014,-3.72832461135014,-3.72832461135014,-3.72832461135014,-3.72832461135014,-3.72832461135014,-3.72832461135014,-4.04719414987228,-3.95194914338746,-4.35556256604041,-4.82372282082992,-5.28756014564344,-5.97808960307378,-7.16424274306598,-8.03903073375366,-4.62242347587901,-5.35237675450403,-7.15242646932831,-9.47625333085685,-8.56321363542591,-6.26240305718171,-3.93737655979564,-2.72327552511409,-5.01413902979508,-7.00796038838142,-10.0051415626042,-6.36374801546952,-3.66449567400366,-2.25368207083464,-1.49852802093399,-1.14577422379139,-4.83302808935319,-6.99512546967155,-9.15865066797496,-4.60735281757735,-2.50392063539392,-1.62682146195556,-1.15559011497019,-0.905929725178711,-5.56086291303625,-8.93298943199734,-5.80720746152347,-2.85273122393332,-1.70405138427685,-1.23802546486025,-0.981421206462749,-0.817769253060239,-6.1636526956854,-9.07400881208097,-4.52278449753096,-2.32767857083032,-1.53313262938889,-1.14763097227366,-0.951173628372003,-0.815853252377509,-6.05961770334815,-8.54207536932587,-4.20384118738714,-2.1696485281107,-1.41320009524206,-1.13766223239798,-0.955442399043602,-0.870995290281827
370,-4.08546755392144,-4.08546755392144,-4.08546755392144,-4.08546755392144,-4.08546755392144,-4.08546755392144,-4.08546755392144,-4.08546755392144,-4.45621545007075,-4.3802744044036,-4.87324747025764,-5.45690754216827,-6.08436128119049,-6.85960798305147,-8.14272433477375,-8.86511181806669,-5.16274775730354,-6.10380657617992,-8.13966758395408,-9.40649416378923,-7.36966447613909,-5.2227737701037,-3.34390574519543,-2.36305760008357,-5.6078302368369,-7.98290767346097,-9.19519030086813,-5.29728529941531,-3.15612842388017,-2.0083725244924,-1.37212949027069,-1.06705228399349,-5.3021712963451,-7.74006231812855,-7.9333253536607,-3.89545872164497,-2.22589648559932,-1.49640995431214,-1.08815854655081,-0.866320640727009,-6.17711997039323,-8.47322908762001,-4.96682001151527,-2.56209289653837,-1.58807184965051,-1.18133760837875,-0.951521622799418,-0.802479037036723,-6.65169503948253,-8.07992034945248,-3.89799817840653,-2.13877201635504,-1.46201643511274,-1.11762525425417,-0.940207129308444,-0.815309739422931,-6.3981530690302,-7.50037272833285,-3.62605104572335,-2.02009082362667,-1.36980985164799,-1.12711353888939,-0.962017457522735,-0.886760424804368
375,-4.55475186059119,-4.55475186059119,-4.55475186059119,-4.55475186059119,-4.55475186059119,-4.55475186059119,-4.55475186059119,-4.55475186059119,-4.97860720401586,-4.91244222938416,-5.50380331703475,-6.21010634852036,-6.99226154605443,-7.79200867033217,-8.92176764381783,-9.19845911287144,-5.7970935738627,-6.93184967006703,-8.9389353151982,-8.70852970466029,-6.28228271971501,-4.41629089743534,-2.88568014093752,-2.07942521414173,-6.26120861905818,-8.76643998345452,-8.1173746217631,-4.50809604675432,-2.76679433237535,-1.81109343430935,-1.26638467375018,-0.998886350545151,-5.80184638489403,-8.21731867428285,-6.83400071177439,-3.38127135151743,-2.01118892759573,-1.39056767856597,-1.03059532726407,-0.831689599460557,-6.75971929332533,-7.79792211591388,-4.34719338594976,-2.33534410023957,-1.49258115028475,-1.13318542971413,-0.925487030883088,-0.789061298979487,-7.02473948670325,-7.15697154163473,-3.46116287752804,-1.9946743944018,-1.40425352228535,-1.09287545518089,-0.931517971256107,-0.815983561901956,-6.62456760582837,-6.61561518985088,-3.23523586560845,-1.90906981600204,-1.33696718119502,-1.12044161883342,-0.97021030831762,-0.903435351457036
380,-5.16788270839963,-5.16788270839963,-5.16788270839963,-5.16788270839963,-5.16788270839963,-5.16788270839963,-5.16788270839963,-5.16788270839963,-5.6457323326363,-5.57431079999174,-6.27111129495556,-7.08680603335917,-7.96290721475825,-8.64792802770267,-9.23849216675184,-8.89983689267015,-6.55301384282629,-7.82106550292515,-9.36262377794222,-7.74954402140945,-5.36822054998088,-3.78382769855799,-2.52210438270482,-1.85005094466155,-6.98923414833986,-9.23495208588689,-7.08566831980999,-3.90270108796062,-2.45748729924059,-1.64787198444477,-1.17598658579631,-0.938977094640562,-6.34814531625745,-8.39601153055996,-5.93758954444657,-2.99145166700843,-1.83891201076645,-1.30210376337662,-0.980458277411219,-0.800956691438453,-7.30980160267663,-7.10870550403175,-3.87163248524932,-2.15148815454769,-1.411634591894,-1.09134052112285,-0.902388116954568,-0.777102691768718,-7.32008977607653,-6.40758963622871,-3.13793527731731,-1.87981866159587,-1.35569112754255,-1.07190544459863,-0.924425687387833,-0.817516795537991,-6.79389771364382,-5.93427855098487,-2.95621429945698,-1.82341858019261,-1.31139958147442,-1.11637369712975,-0.97938538942455,-0.920575916865016
385,-5.96072084987574,-5.96072084987574,-5.96072084987574,-5.96072084987574,-5.96072084987574,-5.96072084987574,-5.96072084987574,-5.96072084987574,-6.48885511916794,-6.38830787231574,-7.18726956137686,-8.0522266929243,-8.86317599844954,-9.20571904192786,-8.95293971230532,-8.12311085938503,-7.44651650870273,-8.70977339293768,-9.28950413466666,-6.77633768056103,-4.61580672018215,-3.27938354262229,-2.22708192081556,-1.6605656565418,-7.78830724470952,-9.30978119044613,-6.18504832698262,-3.42284278708082,-2.20451808997433,-1.50982578136647,-1.0974127457012,-0.885730392723404,-6.94554658368288,-8.30219692854448,-5.21477253759433,-2.68366491707836,-1.69632511557697,-1.22638457362002,-0.936088255370606,-0.773364247323439,-7.81636981153544,-6.47191729592916,-3.49229256785832,-1.99757762628858,-1.34135920833235,-1.05428300111652,-0.881571690744858,-0.766303935446893,-7.56102605223051,-5.80839294333694,-2.88635241766597,-1.78465271917338,-1.31358385953227,-1.05368004323418,-0.91842998632857,-0.819626503127767,-6.94026822018585,-5.41340534153781,-2.74697096332896,-1.7548353994412,-1.29084302070494,-1.11395459778158,-0.989013408062757,-0.937769328117079
390,-6.97149010134085,-6.97149010134085,-6.97149010134085,-6.97149010134085,-6.97149010134085,-6.97149010134085,-6.97149010134085,-6.97149010134085,-7.53202936387324,-7.363195842742,-8.23104501826121,-8.9916622685993,-9.45267900801011,-9.2430215952491,-8.19581306398932,-7.14750942429175,-8.46212462470176,-9.45836049076815,-8.76789202284859,-5.89104629067862,-3.99706199486948,-2.87017916243108,-1.98329895392715,-1.50136471269834,-8.61506665803051,-9.00297377836738,-5.41757982718165,-3.03208299990969,-1.99289982312622,-1.39108319548187,-1.02824359626815,-0.838005250012349,-7.57723582907768,-7.99429514391927,-4.62411093938043,-2.43243935683446,-1.5753472788888,-1.16033046010146,-0.896330357823753,-0.748369484527442,-8.24432061399465,-5.89705806683149,-3.17931717742762,-1.86537338035275,-1.27916948282615,-1.02095643985484,-0.862573642824196,-0.756446956851592,-7.74579370913055,-5.3176694969731,-2.68161098708705,-1.70311311179186,-1.27608138853497,-1.03746099683169,-0.91315961856051,-0.822086117052938,-7.07205664713608,-5.00471882855475,-2.58267253916208,-1.69788541406306,-1.27368723326107,-1.11245276617626,-0.998645111166261,-0.954628164363388
395,-8.22776396401686,-8.22776396401686,-8.22776396401686,-8.22776396401686,-8.22776396401686,-8.22776396401686,-8.22776396401686,-8.22776396401686,-8.76677187194938,-8.46671288545453,-9.30087889216725,-9.67172050763579,-9.48527640996265,-8.73102317694937,-7.22989183045198,-6.174652581392,-9.51021484877605,-9.85475979932775,-7.9743668453146,-5.12024700766657,-3.48538704951692,-2.53318327011464,-1.77888736666956,-1.36579812451516,-9.35862650660036,-8.41270734270059,-4.76530296417171,-2.70705361028683,-1.81277516834656,-1.28761851872885,-0.966762586247831,-0.794959701096805,-8.19328121399029,-7.53910141721968,-4.13226979415418,-2.22186976463974,-1.47067767792608,-1.1018387516163,-0.860362906238964,-0.725576036998034,-8.53356000097465,-5.37751835680808,-2.91382571228847,-1.74949316318179,-1.22330422851164,-0.990615038615603,-0.845062067168515,-0.747372759497487,-7.85090211329074,-4.90112473254201,-2.5085379345852,-1.63125740904477,-1.24192279177158,-1.02271575401377,-0.908338808225645,-0.824713247457135,-7.17714788992722,-4.67091675524581,-2.44798564330643,-1.6489094781177,-1.25876391098983,-1.11130168865407,-1.00789626748214,-0.970789661059874
400,-9.69823629791701,-9.69823629791701,-9.69823629791701,-9.69823629791701,-9.69823629791701,-9.69823629791701,-9.69823629791701,-9.69823629791701,-10.0819101627198,-9.56651418818126,-10.1499920777782,-9.80950849148129,-8.93236796562532,-7.86638150259288,-6.25577997115894,-5.29721866956467,-10.3649070746315,-9.72859120285337,-7.08708010620492,-4.46095863304249,-3.0591371728435,-2.25205089518851,-1.60545100892968,-1.24911002648887,-9.83183360652864,-7.66735908796861,-4.20901049226622,-2.43226551244121,-1.65741317618916,-1.19657451594694,-0.911713834137196,-0.755954169354651,-8.701484132724,-6.99745325575611,-3.71540033281016,-2.04168330565619,-1.37873261904168,-1.0494384896082,-0.827589395172797,-0.704689229728479,-8.61598866868883,-4.90503482824357,-2.68367418683449,-1.64633887907356,-1.17254260840149,-0.962725396128558,-0.828799146811116,-0.738966230576028,-7.84277990739806,-4.53495529945255,-2.35762961481484,-1.56648222780908,-1.21024627600062,-1.00905780026447,-0.903764596043864,-0.827361637705309,-7.23069127477592,-4.38585827384393,-2.33313799234285,-1.60539758975833,-1.24521550602107,-1.11006253888134,-1.01643968576946,-0.985918610757165
405,-11.1545081608171,-11.1545081608171,-11.1545081608171,-11.1545081608171,-11.1545081608171,-11.1545081608171,-11.1545081608171,-11.1545081608171,-11.1345857442058,-10.3597912894491,-10.4204895226784,-9.31278831049139,-8.01561829079811,-6.8871277488508,-5.3706790075402,-4.54173238124199,-10.6809675335612,-9.10777703402399,-6.22049764607766,-3.90079872263066,-2.70142348093364,-2.01496260203018,-1.45687325942441,-1.14779766510087,-9.84523955787725,-6.87426446334163,-3.73246206677892,-2.19707084033272,-1.52204886001855,-1.11585582347875,-0.86215126414063,-0.720489528611153,-8.97891312221402,-6.41821119389735,-3.35691100990997,-1.88502969712428,-1.29701995930859,-1.0020769027582,-0.797568522622581,-0.685486283859615,-8.44929167218259,-4.47339263900952,-2.48089875809379,-1.55345153612766,-1.12602450107887,-0.936901753673641,-0.813615068546567,-0.731145545473664,-7.6941523379587,-4.20396437780239,-2.22284640595091,-1.50705412956265,-1.18046613572083,-0.996206499074157,-0.899291119531605,-0.829915826452779,-7.20409371388604,-4.13204998375731,-2.23177731582875,-1.56561218373188,-1.23241107628644,-1.10839972078437,-1.02400155187538,-0.999712587603329
410,-11.9792931830189,-11.9792931830189,-11.9792931830189,-11.9792931830189,-11.9792931830189,-11.9792931830189,-11.9792931830189,-11.9792931830189,-11.3710735150819,-10.4629294073579,-9.93894902144307,-8.38565822783239,-6.99230433806964,-5.94520806896925,-4.60505672393487,-3.90499554690408,-10.2566668720573,-8.19409579959661,-5.4296451932898,-3.42563527629954,-2.39916107514616,-1.813187135422,-1.3285788639866,-1.05921257852237,-9.3585062057579,-6.10274015857329,-3.32259803567559,-1.99387173642847,-1.40319157264517,-1.04387823643039,-0.81734249430251,-0.688166639207378,-8.92449497373641,-5.83711621166246,-3.04519325626193,-1.74719530031115,-1.22375869868052,-0.95898370786853,-0.769967951419059,-0.667796148133381,-8.04548666490752,-4.07854957351127,-2.30015424768538,-1.4691116777011,-1.083134002936,-0.912862431779023,-0.799389860430524,-0.723854686868943,-7.39892835062248,-3.89910654571935,-2.10032066930892,-1.45181627450029,-1.15219048254055,-0.983959372531936,-0.894818394064411,-0.8322875810018,-7.07501450057874,-3.89828449482097,-2.13974224598027,-1.52835158850333,-1.21989034702337,-1.10606424554554,-1.03036022655915,-1.01190840019816
415,-11.5464145227689,-11.5464145227689,-11.5464145227689,-11.5464145227689,-11.5464145227689,-11.5464145227689,-11.5464145227689,-11.5464145227689,-10.5907882973832,-9.78875513716735,-8.92867875292418,-7.3138752471884,-6.01893054141651,-5.10626742261626,-3.9580074988875,-3.37312020849674,-9.2741077570232,-7.19712030990348,-4.73318640846815,-3.02223525271459,-2.14215822531742,-1.64013728989947,-1.21706513866071,-0.98130556492408,-8.5226907006508,-5.38958969810519,-2.96891905711039,-1.81704876338303,-1.29820218161896,-0.979410373820528,-0.776706344163406,-0.658659444062386,-8.52751720374194,-5.27810288451925,-2.77193694953727,-1.62483261122667,-1.1576413768028,-0.919582925859755,-0.744533238266356,-0.651485670116012,-7.4671412360263,-3.71788031195753,-2.137747583762,-1.39208624383786,-1.04342241057735,-0.890400054370152,-0.786040573587555,-0.717058114760988,-6.97722856832664,-3.61540809051324,-1.98756649793105,-1.39999852811126,-1.12516465187872,-0.97217254840795,-0.890284068153322,-0.834413481211091,-6.83589281136497,-3.67781851476986,-2.05431907111765,-1.492795131477,-1.20732508346366,-1.10288179288068,-1.03534618794984,-1.0222888068302
420,-10.1571887201557,-10.1571887201557,-10.1571887201557,-10.1571887201557,-10.1571887201557,-10.1571887201557,-10.1571887201557,-10.1571887201557,-9.24398604159202,-8.66042863348748,-7.74530742892281,-6.28228121373568,-5.15896019618923,-4.38647678613539,-3.41672332303004,-2.92990903014057,-8.08334747334417,-6.24547714863373,-4.13140919489674,-2.67903161563485,-1.92240211468789,-1.49074601872578,-1.1195963652932,-0.912459245386967,-7.54699599012708,-4.7500990667859,-2.66286559095849,-1.66230834667746,-1.20502836291688,-0.921471436781055,-0.739771430466063,-0.631696774094607,-7.87728239215524,-4.75561124948481,-2.53099761143811,-1.51548746274212,-1.09768238437376,-0.883434526504523,-0.721066666144126,-0.636450017927428,-6.79588950389659,-3.38944184040747,-1.99103418252025,-1.32146562115661,-1.0065565846582,-0.869360955612812,-0.773512144649702,-0.710736946778239,-6.46785826946291,-3.35039238413842,-1.88298014054202,-1.35109118592479,-1.09923137862791,-0.960746717893446,-0.885657179639093,-0.836253235125031,-6.49710614891313,-3.46700084147492,-1.97376972925653,-1.45839755710025,-1.19449130391465,-1.0987434785338,-1.0388421772796,-1.03068864659908
425,-8.54558709169073,-8.54558709169073,-8.54558709169073,-8.54558709169073,-8.54558709169073,-8.54558709169073,-8.54558709169073,-8.54558709169073,-7.82591132139916,-7.43952033481223,-6.61368754166675,-5.36818419165205,-4.42535847061293,-3.77985861894297,-2.96539559406566,-2.56015253297479,-6.92405186894621,-5.39493795407023,-3.61654774314169,-2.3862066020945,-1.73352970280143,-1.36104801209142,-1.03399928897283,-0.85137529178874,-6.58149095305108,-4.18709713601375,-2.39735422886042,-1.52627704893939,-1.12203496165255,-0.869263742913621,-0.70614823171249,-0.607049830372467,-7.10143660315306,-4.2770444863266,-2.31766526777169,-1.41730323606237,-1.04311936308745,-0.850195238847619,-0.699412658896248,-0.622605994426243,-6.10257194676973,-3.09148748496444,-1.85803980925152,-1.25655766129931,-0.972284002456403,-0.84963082247471,-0.761770838137838,-0.704886213841865,-5.91470771042319,-3.10296322995598,-1.78551733818471,-1.30475942155831,-1.07430230479526,-0.949616909445206,-0.880933283835076,-0.837788440895715,-6.0831791631168,-3.2642310353272,-1.8970187234693,-1.42481437020204,-1.18124843311812,-1.09359809933537,-1.04078289268861,-1.0369996809739
430,-7.09011874032019,-7.09011874032019,-7.09011874032019,-7.09011874032019,-7.09011874032019,-7.09011874032019,-7.09011874032019,-7.09011874032019,-6.56023991021018,-6.3161968102741,-5.62080687559071,-4.58893056481367,-3.80962591576927,-3.27251224838287,-2.58885645063412,-2.25070162191414,-5.89598409341698,-4.65965291398181,-3.17804463241903,-2.13554177584869,-1.57044060038161,-1.24789364079267,-0.958522697582736,-0.796996565252553,-5.70075462203178,-3.69688999138085,-2.16645498575636,-1.4062430935323,-1.04789262907722,-0.822127220792136,-0.675509891848708,-0.584523415595415,-6.30517355702292,-3.84493656719277,-2.1282016427487,-1.3288327715843,-0.993348130933161,-0.819591912924537,-0.679447635421229,-0.609887344048598,-5.43510438614066,-2.82222125174406,-1.73722417439434,-1.19681835458052,-0.940408975936011,-0.831124638095246,-0.750799523625663,-0.699512890197048,-5.35574091498249,-2.87266450246543,-1.6944829696726,-1.26078472660327,-1.05033738492829,-0.93874496943194,-0.876130542842257,-0.839021600087714,-5.62478059207155,-3.06917165190873,-1.82343813949298,-1.3918473896951,-1.16752302839877,-1.08744512337715,-1.04115381208105,-1.04117361429327
435,-5.87987681482575,-5.87987681482575,-5.87987681482575,-5.87987681482575,-5.87987681482575,-5.87987681482575,-5.87987681482575,-5.87987681482575,-5.49870704988422,-5.35071261435354,-4.78208255115561,-3.93632077753567,-3.29616185777575,-2.84903418455153,-2.27384475069965,-1.99061810888457,-5.0215006645691,-4.03455209313939,-2.80505523224101,-1.92020388202403,-1.42901241285142,-1.14874921558917,-0.891738572403123,-0.748452055160114,-4.93012221644886,-3.2727849898892,-1.96516591938572,-1.29998697392242,-0.981502838265118,-0.779508009996348,-0.647578775933231,-0.563949673131056,-5.55219656452621,-3.45867177873485,-1.95954924967377,-1.24891699317505,-0.947879151430462,-0.791403228568609,-0.661072894749379,-0.598241446385384,-4.81991739538947,-2.57971961421672,-1.62733398854248,-1.14180637649298,-0.91077643432689,-0.813779626863258,-0.740594272613974,-0.694634485810563,-4.81816081761074,-2.65922973336318,-1.60939425229441,-1.21902474501029,-1.0273299413841,-0.928114004483411,-0.871286505336242,-0.839975250252405,-5.1510694441269,-2.88216840417501,-1.75269662786682,-1.35940411707918,-1.15329564174693,-1.08032802751494,-1.03998892800084,-1.04322296427106
440,-4.90085676180994,-4.90085676180994,-4.90085676180994,-4.90085676180994,-4.90085676180994,-4.90085676180994,-4.90085676180994,-4.90085676180994,-4.62901190232899,-4.54472577764458,-4.08503435024459,-3.39366233978368,-2.86847478385087,-2.49511337305955,-2.00925679455355,-1.77097548962105,-4.29127158355293,-3.50725034068427,-2.48754547300405,-1.73452921254681,-1.3058889177485,-1.06155448357759,-0.832470844748061,-0.705017041724111,-4.27014163079345,-2.90706959796275,-1.78924950678836,-1.205666856685,-0.921946025037314,-0.740936273730544,-0.622116863702165,-0.545183524313842,-4.87233155630274,-3.11575407104337,-1.80914781877914,-1.17660543187835,-0.906308042034343,-0.765447023811988,-0.644209590946946,-0.587626982933481,-4.26813987439848,-2.36194779571924,-1.52731230894636,-1.09115328455569,-0.883260873466476,-0.797550312351797,-0.731161912454166,-0.690278049352926,-4.31844318633676,-2.46234034394528,-1.52989300286158,-1.17938589030059,-1.00529584362538,-0.917724271899693,-0.866455396740975,-0.840691128922565,-4.68517035479626,-2.70384527265099,-1.68465230777972,-1.32746699056211,-1.13858994957016,-1.07232780884281,-1.03736734863757,-1.04321966943459
445,-4.11471158042778,-4.11471158042778,-4.11471158042778,-4.11471158042778,-4.11471158042778,-4.11471158042778,-4.11471158042778,-4.11471158042778,-3.92178000753369,-3.87966943236113,-3.50909863702809,-2.94307133047697,-2.51156807499157,-2.1983873925055,-1.78599530064099,-1.58455584227911,-3.68591663878688,-3.06364667815156,-2.21669338788925,-1.57382845305873,-1.19832023751347,-0.984618819798221,-0.779742917173924,-0.666083646970567,-3.71089757412708,-2.59206606796001,-1.63510769964314,-1.12173836957482,-0.868444712882898,-0.706010132136153,-0.598918739234003,-0.528099271271966,-4.27449342311712,-2.81269308720245,-1.67481659508732,-1.11110335234527,-0.868295335125086,-0.741571443427382,-0.628795160852478,-0.578012291595758,-3.78154465086612,-2.16681708126743,-1.43624298660722,-1.04454399424784,-0.857758849063595,-0.782405070509973,-0.722518277850045,-0.686479471417073,-3.8646079768887,-2.28152257842555,-1.45569079434383,-1.14180494371643,-0.984265739076561,-0.907590154732682,-0.861705798459314,-0.841229312628511,-4.24289701778507,-2.53484347875141,-1.61927711215461,-1.29607001443035,-1.12346362637848,-1.06355664156935,-1.03340885711955,-1.04129152853671
450,-3.48291480846489,-3.48291480846489,-3.48291480846489,-3.48291480846489,-3.48291480846489,-3.48291480846489,-3.48291480846489,-3.48291480846489,-3.3467789930312,-3.33261681627649,-3.03342279491722,-2.56825116901576,-2.2126475299895,-1.94855003654208,-1.59668708345961,-1.42554407684148,-3.18480763384997,-2.69033315089967,-1.98495671672824,-1.43421809615861,-1.1040406072431,-0.916544122255107,-0.732738234312988,-0.631138628343614,-3.23914450705619,-2.32065090720938,-1.49968206440098,-1.04689650066044,-0.820336550606975,-0.674383736602513,-0.577806362175712,-0.512588011400353,-3.75658804928976,-2.54559225674437,-1.55467661438712,-1.05173592569005,-0.833552394762169,-0.719648704302879,-0.614780768780134,-0.569374210164441,-3.35682594970528,-1.99225048608729,-1.35331669590195,-1.00170399273537,-0.834183902562001,-0.768323743783362,-0.714686971751712,-0.683283006544876,-3.45888000349782,-2.11612816576325,-1.38653602590266,-1.10623697945058,-0.964279557974011,-0.897737957906193,-0.857118632828056,-0.841667296849786,-3.83350225785167,-2.37567250477005,-1.55660424287586,-1.26528107374862,-1.10800064225983,-1.05415173606287,-1.02826862290634,-1.0376167459692
