"Freq [MHz]","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='40mm'"
100,-0.0955328988585467,-0.0955328988585467,-0.0955328988585467,-0.0955328988585467,-0.0955328988585467,-0.0955328988585467,-0.0955328988585467,-0.0955328988585467,-0.0955328988585467,-0.0955328988585467,-0.0967441497552577,-0.101427886293999,-0.102697747718929,-0.105323825030314,-0.107488588534624,-0.108800578078133,-0.115903160894665,-0.118161334711531,-0.121564795369251,-0.121761749660835,-0.101982697691154,-0.106286562434739,-0.115036891533435,-0.122226707895173,-0.133089394474237,-0.138204707104204,-0.145657262263756,-0.153815542783831,-0.160413073695127,-0.170934100392335,-0.107226348511366,-0.118069269128425,-0.130580391114178,-0.143002315112677,-0.155223118671033,-0.169305217196586,-0.182431121328248,-0.199058697570226,-0.217452262873894,-0.233125125315618,-0.111792268689645,-0.126958695607963,-0.147295228439615,-0.164205963009389,-0.182483384411151,-0.199693329294043,-0.22189637454006,-0.24047348373374,-0.259212885827536,-0.277296219824826,-0.118667884289885,-0.137730586525486,-0.160428736729537,-0.180324566616607,-0.199366707108566,-0.218652564355469,-0.24518162015734,-0.26232536980161,-0.283465885723535,-0.30491881956826,-0.121094737598677,-0.142811422683389,-0.165830576976039,-0.189468893104695,-0.212145359884343,-0.235332787658712,-0.259876695772992,-0.282906850891586,-0.302645689638462,-0.322037613512219,-0.125370235184035,-0.14981602706951,-0.175855639849592,-0.201287786769549,-0.225578410770458,-0.25049730332404,-0.276099690876229,-0.297142372580368,-0.316723868539763,-0.329686652941417,-0.131865252264318,-0.157831233039454,-0.186416620820267,-0.212547119072306,-0.238223983987314,-0.260806843341364,-0.282533655561709,-0.299027946809896,-0.313463997289387,-0.327879063482373,-0.132054750086821,-0.161071916964167,-0.18922883814282,-0.215264892171015,-0.240129392107712,-0.263228521346563,-0.284770509122848,-0.30256477158838,-0.315101292974957,-0.32763290635076
105,-0.107060681801569,-0.107060681801569,-0.107060681801569,-0.107060681801569,-0.107060681801569,-0.107060681801569,-0.107060681801569,-0.107060681801569,-0.107060681801569,-0.107060681801569,-0.108204679847706,-0.113462615620875,-0.114831252597855,-0.117870501923435,-0.120330522902592,-0.121839840966722,-0.129948227293565,-0.132539490266094,-0.136367970789689,-0.136688678762117,-0.11391792201403,-0.118638703109119,-0.128555997613539,-0.13678823285578,-0.149119093177817,-0.155278222818692,-0.163935592662438,-0.173455686253749,-0.181178050545376,-0.193395306625013,-0.119540672442753,-0.131725107590539,-0.145911554367299,-0.160223410132843,-0.174340061092839,-0.190431705982688,-0.205564988307832,-0.224879494261033,-0.246148068296435,-0.264293989820942,-0.12431594731771,-0.141309220199384,-0.164235630860243,-0.183575385974721,-0.204437004255944,-0.224303946013693,-0.249355142868892,-0.270831937195682,-0.291956666586267,-0.312289847503484,-0.131777269110562,-0.15308368374738,-0.178853592227748,-0.201215164286805,-0.222331483151808,-0.243855073192484,-0.272591840458108,-0.292489190914925,-0.315669619568313,-0.338561509646443,-0.134023750894726,-0.158103418450048,-0.183691981604175,-0.210062746336092,-0.235212947243184,-0.260838601595847,-0.287859694934515,-0.313088705682897,-0.333945084520159,-0.354145897687924,-0.138441826994464,-0.165385959224479,-0.194239202130453,-0.222350437331734,-0.249145744340131,-0.276323538480874,-0.304386243997792,-0.326527548801223,-0.3469868765756,-0.359708429859382,-0.145481764056377,-0.17389101288289,-0.205446677123238,-0.234333273414571,-0.262009503728769,-0.286776426239137,-0.308744645857097,-0.325434938996044,-0.340100185403012,-0.354049164397519,-0.145302098160602,-0.176656436284437,-0.207663195561719,-0.235997140711237,-0.262823229715398,-0.288186607533664,-0.310375950480747,-0.328140391545613,-0.340977890617583,-0.352400409704234
110,-0.120202590420868,-0.120202590420868,-0.120202590420868,-0.120202590420868,-0.120202590420868,-0.120202590420868,-0.120202590420868,-0.120202590420868,-0.120202590420868,-0.120202590420868,-0.121234637282714,-0.127163877146844,-0.128635995602902,-0.132168009703806,-0.134984686105799,-0.136723859539316,-0.146066820342651,-0.149072646885211,-0.153392262043025,-0.153875332646405,-0.127473299938115,-0.132668437570179,-0.14396450402805,-0.153448347306141,-0.167571589957201,-0.174928465850492,-0.185016324611031,-0.196207077488308,-0.205310732490695,-0.219709603400716,-0.133513121756598,-0.14728171346052,-0.163503026632174,-0.180060010775067,-0.196416369979958,-0.214939128241611,-0.232502313184129,-0.255117847913381,-0.279765631160226,-0.300807068332965,-0.138492476189468,-0.157624465675137,-0.183565888621125,-0.205852224840469,-0.229794972037025,-0.252856779289668,-0.28120193212217,-0.306053029748904,-0.329823984930044,-0.352623969104873,-0.146610646029711,-0.170541042300065,-0.199962514773117,-0.225221667401006,-0.248653548191421,-0.272709451885196,-0.303783525375363,-0.326763935851871,-0.352060508190758,-0.37626072254311,-0.1485994608905,-0.175387850141851,-0.203998382890054,-0.233465760863329,-0.26140634974871,-0.28977484300214,-0.31940324363144,-0.346944118924067,-0.368719595785245,-0.389340454414073,-0.15314158131438,-0.182964831244001,-0.215023816752931,-0.246167554407363,-0.275717316827699,-0.30541957228583,-0.336047453284056,-0.35910413000102,-0.380176953806866,-0.391897632806785,-0.160814961961895,-0.19198616054708,-0.226937079884636,-0.258822130143848,-0.288757519796741,-0.315571434188905,-0.3376840676152,-0.354340557638798,-0.368633743614674,-0.381701274830736,-0.160070013900459,-0.194179268114165,-0.22835135378167,-0.259203694352957,-0.288164069462502,-0.315705039171872,-0.338569193012055,-0.35603382532659,-0.36855331522591,-0.378494454381774
115,-0.135281123704836,-0.135281123704836,-0.135281123704836,-0.135281123704836,-0.135281123704836,-0.135281123704836,-0.135281123704836,-0.135281123704836,-0.135281123704836,-0.135281123704836,-0.136142414990121,-0.142865177854509,-0.144443413562725,-0.148567337862143,-0.151818456248241,-0.153826876478708,-0.164689664733469,-0.168216261526212,-0.173102973045805,-0.173799937342728,-0.142964903453077,-0.148702658250293,-0.16164031531678,-0.172639586611384,-0.188959076187267,-0.197717869822041,-0.209523627483511,-0.222782154908842,-0.233589651338584,-0.2507749623064,-0.14946783189974,-0.165124983978862,-0.183827649234948,-0.203073634038707,-0.222108537288672,-0.243577208903281,-0.264096114162893,-0.290793926222354,-0.319409929426572,-0.343826585396882,-0.154639850161178,-0.176297631497531,-0.205780169637365,-0.231647838371006,-0.259284944245161,-0.286212387164722,-0.318363385889649,-0.347126455023459,-0.373771979916419,-0.39921548577491,-0.163499400849226,-0.190527172109823,-0.224318055105935,-0.252992522578984,-0.278994439664142,-0.305901839733689,-0.339382631944626,-0.365776051007719,-0.393188575699245,-0.41846331896406,-0.165132322798493,-0.195053009398329,-0.227216876596874,-0.260198797287273,-0.291279623660343,-0.322708598986865,-0.355029144442342,-0.384938743823373,-0.407307440141164,-0.427808652372126,-0.169770279644046,-0.20291919623863,-0.238642989320632,-0.273225524564134,-0.305787601513972,-0.338282010371371,-0.371546618579901,-0.395220485072441,-0.416573165356322,-0.426419995825544,-0.178189592807923,-0.212488553051249,-0.251334249380198,-0.286478262672525,-0.318940027893799,-0.34758872565327,-0.369673782298569,-0.386008738464274,-0.399252219219635,-0.411007177764889,-0.176632024645218,-0.213982770173899,-0.251678513669053,-0.285282728033557,-0.316541045024926,-0.346139023315169,-0.369651839908887,-0.386502061645468,-0.398000019305349,-0.406155669153102
120,-0.152715131533566,-0.152715131533566,-0.152715131533566,-0.152715131533566,-0.152715131533566,-0.152715131533566,-0.152715131533566,-0.152715131533566,-0.152715131533566,-0.152715131533566,-0.153327844850602,-0.161000499724145,-0.162683792912992,-0.167525080547911,-0.171310528454864,-0.173636477338978,-0.186382875380064,-0.190570745053583,-0.196110863104768,-0.197091639203879,-0.16080226509951,-0.167164523268331,-0.182074010890778,-0.19492589992757,-0.213951654427158,-0.224384982647507,-0.238277757616871,-0.254122112738559,-0.267043920590822,-0.287781983114155,-0.167825656450184,-0.185759223146664,-0.207505430865791,-0.230007338576098,-0.252286340388471,-0.277337754881272,-0.301470963444597,-0.333252740350856,-0.366519555776119,-0.39484750505869,-0.173170114216991,-0.197841158289528,-0.231524327441056,-0.261766966923929,-0.293859906465284,-0.325498561470357,-0.362040849574281,-0.395321017529116,-0.425003180967474,-0.453209606676525,-0.182872749770517,-0.213596319956164,-0.252664878556594,-0.285377603965366,-0.314204624120089,-0.344300677332382,-0.380161266500387,-0.410283375269171,-0.439719252075897,-0.465757520617888,-0.184024414539217,-0.217603908517123,-0.253951596801398,-0.290927636315168,-0.325529933596244,-0.360340608045634,-0.395378205117624,-0.427654107166718,-0.450162924723443,-0.469894449434359,-0.188716406813215,-0.225726472354453,-0.265655150347653,-0.304141768639346,-0.339975360621525,-0.375526643361061,-0.411481839561517,-0.435362683039923,-0.456675868503847,-0.463734281063325,-0.198027372916927,-0.235884484812766,-0.279217172578862,-0.317901097975437,-0.353152992576985,-0.383336193413159,-0.405149875002634,-0.420850619279165,-0.432347336607762,-0.442465892333253,-0.195342421350191,-0.236506226156921,-0.27813982279158,-0.314737514623832,-0.348441124228105,-0.3799534739916,-0.404045311117886,-0.419980548502941,-0.429709704873991,-0.436026609325048
125,-0.173057869051048,-0.173057869051048,-0.173057869051048,-0.173057869051048,-0.173057869051048,-0.173057869051048,-0.173057869051048,-0.173057869051048,-0.173057869051048,-0.173057869051048,-0.173318070686452,-0.182144228720076,-0.183925142127639,-0.189645456601492,-0.194095492926359,-0.196799035441671,-0.211903555403405,-0.216942037342246,-0.223231941720432,-0.224593336159467,-0.181525043927485,-0.188611036375069,-0.20591328700339,-0.221055442561207,-0.243441999408651,-0.255917388370496,-0.272376279377257,-0.291494080328988,-0.307059725550046,-0.332339705626951,-0.189142478748349,-0.209855453952365,-0.235365049318659,-0.261863042474709,-0.288124464917919,-0.317558370242804,-0.346139597042812,-0.384306612710702,-0.423011541269415,-0.455846021466464,-0.194626270116877,-0.222934832396079,-0.261657453898532,-0.297289178913402,-0.334793788057143,-0.372227228840882,-0.413834168194261,-0.452321368824312,-0.485110174423709,-0.516168082147956,-0.205295961843637,-0.240485079811329,-0.286007249277488,-0.32351426838751,-0.355400247980115,-0.38903110192529,-0.427108729648341,-0.461257216653504,-0.492559785667317,-0.51911192334309,-0.205805272142106,-0.243708822188145,-0.284998699273693,-0.326519622404994,-0.365053605663154,-0.403563326134271,-0.44128594980479,-0.475912886475184,-0.498056763293833,-0.516438493644468,-0.210490021814162,-0.252018514195351,-0.296792504150308,-0.339716305152464,-0.379076139525505,-0.417954581634366,-0.456708277454528,-0.480348583722694,-0.501568400460551,-0.505083678508846,-0.220885241540477,-0.262819681040531,-0.311352034876649,-0.353884387508125,-0.392179268070057,-0.423509827636313,-0.444782796760423,-0.459614480132852,-0.468795539140508,-0.477384506985198,-0.216667180002282,-0.262323642966431,-0.308384812882528,-0.348220524200856,-0.384498668944277,-0.417802272043421,-0.442421686882794,-0.457315957685312,-0.464602780297688,-0.46972335623799
130,-0.197054401078666,-0.197054401078666,-0.197054401078666,-0.197054401078666,-0.197054401078666,-0.197054401078666,-0.197054401078666,-0.197054401078666,-0.197054401078666,-0.197054401078666,-0.19682159111197,-0.207071494758128,-0.208931750656855,-0.21574388262312,-0.221031417804836,-0.22418870864107,-0.242284710156522,-0.248434575840468,-0.255578807573826,-0.257458177118697,-0.205858346988263,-0.213789684666759,-0.234030205760215,-0.252041026919281,-0.278644494586433,-0.293664117376875,-0.313319562187551,-0.336642851672048,-0.355547226595641,-0.386674881278133,-0.214167227429235,-0.238325424261544,-0.268539049294289,-0.300022421294093,-0.33124695176895,-0.366086708638244,-0.400189777801119,-0.446470939616538,-0.491534384332304,-0.529563335483635,-0.219738027867759,-0.25249936209178,-0.29734649394525,-0.339696552523909,-0.383834195273514,-0.428487925147075,-0.475961156722728,-0.520499220863786,-0.55641220525877,-0.590562500019304,-0.231528021262007,-0.272192960006609,-0.325730446530272,-0.36896427860565,-0.404087246051071,-0.441603212852264,-0.481577799952915,-0.520079809541275,-0.553195086388219,-0.580509617528914,-0.231185998530661,-0.274270418019708,-0.321431298446098,-0.368132759670454,-0.411039787297208,-0.453571686480012,-0.493952896531464,-0.531091844862296,-0.552595836228066,-0.569676184689369,-0.235773735710048,-0.28264790484488,-0.33303618751162,-0.381014605944101,-0.424155037829171,-0.466689123237985,-0.50862027001355,-0.531809309078559,-0.553836847720516,-0.553781010357182,-0.247513210084344,-0.294168010970418,-0.348777972016654,-0.395515632975367,-0.437107655023556,-0.469158021390311,-0.489751691471497,-0.503832414278579,-0.510636178109418,-0.519132346665979,-0.241230339321188,-0.292201436609454,-0.343287166890181,-0.386607543586822,-0.425589546661575,-0.460695457512473,-0.486003858090026,-0.500320481270389,-0.504901954675162,-0.511368860884416
135,-0.225730627660185,-0.225730627660185,-0.225730627660185,-0.225730627660185,-0.225730627660185,-0.225730627660185,-0.225730627660185,-0.225730627660185,-0.225730627660185,-0.225730627660185,-0.224811981553082,-0.236851921302237,-0.238754875621044,-0.246945901420296,-0.253305259041353,-0.257015282053152,-0.278968759154449,-0.286598245131796,-0.294704402658578,-0.297302410943977,-0.234798634807128,-0.243726310786942,-0.267626060658077,-0.289286658466737,-0.321252263022819,-0.33951515930931,-0.363212073665393,-0.392037558027459,-0.415214126967603,-0.453964553226577,-0.243932337096368,-0.272438568530108,-0.308616284308529,-0.346443138902365,-0.383964543633515,-0.425553348712427,-0.466601648156718,-0.523385117822994,-0.575960849016147,-0.620123555705953,-0.249508525417719,-0.287812605228392,-0.340216913917155,-0.391082591945153,-0.443460002073661,-0.497291108444252,-0.551684318213866,-0.603510032840569,-0.642798701135027,-0.681103843680578,-0.262611200157428,-0.310109786528385,-0.373798301525324,-0.423942426787986,-0.462375526658709,-0.50415356180115,-0.545609535961034,-0.589035774653439,-0.624570728355875,-0.65463727561815,-0.261143397507505,-0.310538179920362,-0.364736132410247,-0.417363886073223,-0.46513983921818,-0.512093333534801,-0.55534395977383,-0.595910722309507,-0.617586433485308,-0.635723206101751,-0.265501729603558,-0.318792373816532,-0.37573716888199,-0.42950917666114,-0.476723903938214,-0.523475992132436,-0.569822699182181,-0.593418274777528,-0.620062581085066,-0.618934931150302,-0.278944398806511,-0.331139917352324,-0.392947843237876,-0.444352658122971,-0.489573133175586,-0.522047626182729,-0.542392147189157,-0.556923488011383,-0.562846956038851,-0.576855798098852,-0.269885611095269,-0.327189642337965,-0.384059575030289,-0.431130435696865,-0.473021210769335,-0.510368834893878,-0.537282452923694,-0.553180956374355,-0.556261140383241,-0.572347992276349
140,-0.26053567874062,-0.26053567874062,-0.26053567874062,-0.26053567874062,-0.26053567874062,-0.26053567874062,-0.26053567874062,-0.26053567874062,-0.26053567874062,-0.26053567874062,-0.258661703849921,-0.272999846349914,-0.274877570031384,-0.284846032627111,-0.292602549098692,-0.296998288832656,-0.32402432708305,-0.333668329500065,-0.342835915756367,-0.346455970047749,-0.269751490526076,-0.279865957063022,-0.308400540522788,-0.334793823658005,-0.373695329911493,-0.396200067368239,-0.425099793083017,-0.46129241341641,-0.490039189877763,-0.538928609597415,-0.279899493716473,-0.31401345649197,-0.357895607260804,-0.403991269368072,-0.449684033142427,-0.499851701334629,-0.549825771174607,-0.620633873764019,-0.682461507430896,-0.734537351902014,-0.285353711769502,-0.330699983900064,-0.392602536022541,-0.454511441755967,-0.517344373149388,-0.583227371492268,-0.646220022475135,-0.70772395195922,-0.75196618951608,-0.798470034706855,-0.300014835759797,-0.356224558684106,-0.433088501456459,-0.491720003184129,-0.53337637672352,-0.579940565129009,-0.622697991779512,-0.672574032378549,-0.713474049149967,-0.753659424665143,-0.297055156315056,-0.354292964918891,-0.417044023004699,-0.476511273550968,-0.529799371591064,-0.58190251823222,-0.629164443978899,-0.67649999853585,-0.702846973188059,-0.732306403845059,-0.3009863382726,-0.36212579414801,-0.426820880676791,-0.487338240205465,-0.539105305527221,-0.591377165167019,-0.645807867600258,-0.674258323914854,-0.718433762362519,-0.728228235078134,-0.316639715192724,-0.375459987330875,-0.445971170052718,-0.502757601274878,-0.552271717605272,-0.585520457636166,-0.60781784664034,-0.62716257520379,-0.638610606496206,-0.678748677606271,-0.303830588161313,-0.368772020901002,-0.43245311813846,-0.483630944863549,-0.528939663498233,-0.570146988161053,-0.601848058955845,-0.626438637187968,-0.634549030564418,-0.689485783418897
145,-0.30357764945433,-0.30357764945433,-0.30357764945433,-0.30357764945433,-0.30357764945433,-0.30357764945433,-0.30357764945433,-0.30357764945433,-0.30357764945433,-0.30357764945433,-0.300363552919913,-0.317723426099626,-0.319454029494736,-0.331771895145581,-0.341390329292424,-0.3466585091891,-0.380511001105127,-0.392971596803129,-0.403269692465481,-0.408389326539319,-0.31276069775531,-0.324307019263939,-0.358835247932882,-0.391511742951355,-0.439583378121164,-0.467808544278397,-0.503565796761085,-0.549926145506928,-0.586147303445498,-0.648972504448873,-0.324203218950582,-0.365743730961945,-0.419826840149169,-0.477032568357269,-0.533654946375042,-0.595040006828409,-0.656924595780457,-0.747512294974625,-0.82210163265057,-0.886713330905884,-0.329334746535955,-0.383859498512245,-0.457979316042987,-0.534671600166838,-0.61124940925664,-0.693845007928172,-0.768850949568759,-0.845931750464398,-0.90174806587827,-0.970570022888427,-0.34587472854798,-0.413481905042954,-0.507989410548274,-0.577382442951415,-0.621998597263991,-0.674445648530346,-0.719695895998222,-0.780710693282402,-0.837425071547692,-0.912462771406206,-0.340925157453456,-0.408163188881705,-0.481539779145423,-0.549073669094469,-0.608962130919334,-0.668043495713763,-0.72338061720061,-0.788264715000925,-0.836276268439686,-0.917939431603248,-0.344128443264999,-0.415110709618321,-0.489153968355984,-0.557812836357878,-0.615233491669475,-0.676469855803978,-0.749478207492735,-0.799238051038474,-0.906743625763744,-0.984085354096729,-0.362728703254246,-0.429670024712439,-0.511057015771588,-0.574571241264224,-0.630134562463009,-0.666630812759874,-0.698370437960568,-0.736791259771597,-0.778058498086307,-0.934113501493177,-0.344795574586227,-0.41912446084818,-0.491124132158775,-0.547079246165017,-0.597255806519812,-0.647108429487223,-0.69358398076621,-0.750122952275089,-0.792608908252553,-1.0190614046029
150,-0.358029115111014,-0.358029115111014,-0.358029115111014,-0.358029115111014,-0.358029115111014,-0.358029115111014,-0.358029115111014,-0.358029115111014,-0.358029115111014,-0.358029115111014,-0.352911680095323,-0.374353714362015,-0.375720462535974,-0.391240684555645,-0.403407611190763,-0.409826017280299,-0.453117427705082,-0.469640822540164,-0.481065656820741,-0.488472017118089,-0.366904888638689,-0.380206814613717,-0.422689727777479,-0.463959950231162,-0.524502165744564,-0.560748059125307,-0.605846488631237,-0.666825657515091,-0.713555406364783,-0.796602211692947,-0.380075010729918,-0.43177792922518,-0.499815681201909,-0.572543655226094,-0.644421187624359,-0.721169230390628,-0.800035910506525,-0.921212195868671,-1.0177621109694,-1.10915367754913,-0.384561719888249,-0.451442603237004,-0.541758593386133,-0.639144014865293,-0.734896995559822,-0.84279129797065,-0.938266439287525,-1.04777621342006,-1.13984461717402,-1.28137148549072,-0.403408403934278,-0.486418307271856,-0.605519525408386,-0.689352156848748,-0.736674019615343,-0.79801689190281,-0.851910098118035,-0.93900425133605,-1.04735333768923,-1.24780980595704,-0.395774685979474,-0.476193051660449,-0.563236099083175,-0.640771997288492,-0.709681564344759,-0.780952848822126,-0.857295659419491,-0.974831682958129,-1.11022585764579,-1.43730871497737,-0.397781861691138,-0.481523811719708,-0.5672444828243,-0.646486026773638,-0.712545780966322,-0.792334061035199,-0.914858168938746,-1.04784381010142,-1.41678604263232,-1.9049880793815,-0.420426467818021,-0.49767054470196,-0.593370876303247,-0.666570956881088,-0.733204415629508,-0.781984954764139,-0.847600396001279,-0.955808709799612,-1.13448726699968,-1.93809155491111,-0.395368580146615,-0.481582753727821,-0.564353319368168,-0.626709777462078,-0.6859115546243,-0.758082711495112,-0.851776531683945,-1.02789069566213,-1.26287086501042,-2.50838032212442
